ORF	"rescaled.phi"
YAL001C	0.0366527506542467
YAL002W	0.0133258513895157
YAL003W	16.7986357120676
YAL005C	4.90655732436786
YAL007C	0.38242936697882
YAL008W	0.303711702555125
YAL009W	0.101100955371085
YAL010C	0.0354961096736468
YAL011W	0.0675455143589769
YAL012W	5.20534590510051
YAL013W	0.261262568571626
YAL014C	0.113196077863771
YAL015C	0.106084116371193
YAL016W	1.00313225769157
YAL017W	0.0396656936201473
YAL018C	0.0323757883131782
YAL019W	0.160091142648887
YAL020C	0.101884958303806
YAL021C	0.320469447124296
YAL022C	0.38036045304997
YAL023C	1.33160019286024
YAL024C	0.00828341840654234
YAL025C	0.363977602741249
YAL026C	0.0124644112816863
YAL027W	0.122164188727636
YAL028W	0.0258188014916229
YAL029C	0.0441361334073035
YAL030W	0.991399849211222
YAL031C	0.0629733057734044
YAL032C	0.023919821203837
YAL033W	0.30741843294858
YAL034C	0.00629428035943305
YAL034WA	0.028809425689306
YAL035W	1.17844371546792
YAL036C	1.44028492625668
YAL037W	0.033055522877432
YAL038W	60.0607671129033
YAL039C	0.981001633679073
YAL040C	0.0790248970552693
YAL041W	0.0582527274943273
YAL042W	1.9077586293117
YAL043C	0.0938934781299191
YAL044C	4.15413363793087
YAL046C	0.254188529598914
YAL047C	0.025650794086885
YAL048C	0.0108891046918429
YAL049C	0.909574831493456
YAL051W	0.0671995425163322
YAL053W	0.610487667631532
YAL054C	0.0154077746317929
YAL055W	0.357573073193924
YAL056W	0.0519664366847071
YAL058W	0.23354939821023
YAL059W	0.609131292030313
YAL060W	0.441927342324723
YAL061W	0.0444398600412836
YAL062W	0.118168667249955
YAL063C	0.00276760150362983
YAL064CA	0.0198590592979728
YAL064W	0.0218897413542278
YAL064WB	0.0225361359437076
YAL065C	0.00958681632175321
YAL067C	0.0143637297951225
YAL068C	0.219479512260574
YAR002CA	1.36348833815503
YAR002W	0.366441576603772
YAR003W	0.0716093532933184
YAR007C	0.297126972980838
YAR008W	0.262526340464611
YAR009C	0.83241952209202
YAR010C	0.32132146228565
YAR014C	0.0734613985850689
YAR015W	0.995393345459705
YAR018C	0.110598739977449
YAR019C	0.0184293464764796
YAR020C	4.10222970287152
YAR023C	0.0219346511210643
YAR027W	0.242719763888279
YAR028W	0.0861504783173265
YAR029W	0.00854160006941587
YAR031W	0.00897268515955072
YAR033W	0.076718796202084
YAR035W	0.0422046504594632
YAR042W	0.0631939361396872
YAR050W	0.00521253573686201
YAR064W	0.00522226591136306
YAR066W	0.021271118390401
YAR068W	0.0633140227443601
YAR071W	1.39149958843192
YBL001C	1.19724153404219
YBL002W	3.11733114049183
YBL003C	3.1215822986906
YBL004W	0.0804005762667736
YBL005W	0.0842565342919678
YBL005WA	0.0724486437457554
YBL006C	0.804072966454572
YBL007C	0.512952930519712
YBL008W	0.0191496598693648
YBL009W	0.0352724311518081
YBL010C	0.0174455305537831
YBL011W	0.224751629333031
YBL013W	0.00566141067126267
YBL014C	0.0340893673234534
YBL015W	0.272838560062816
YBL016W	0.244790789665091
YBL017C	0.0485780261246326
YBL018C	0.462368219861184
YBL019W	0.0256612048373897
YBL020W	0.141844937112646
YBL021C	0.206585125433874
YBL022C	0.505228042278223
YBL023C	0.0768201937772258
YBL024W	0.524630971289126
YBL025W	0.116605396543619
YBL026W	0.655052052457973
YBL027W	12.6156615976829
YBL028C	0.279902493513049
YBL029W	0.0112961798855087
YBL030C	6.14959484657037
YBL031W	0.0148792351826346
YBL032W	0.305007981232867
YBL033C	0.323608226530925
YBL034C	0.0824623627087481
YBL035C	0.168010799368519
YBL036C	0.470700169523843
YBL037W	0.0374190503614651
YBL038W	0.401590905992976
YBL039C	1.88980799587151
YBL040C	0.53644994491244
YBL041W	0.988155077310251
YBL042C	0.549687898879905
YBL043W	0.0741029796460863
YBL044W	0.0280205556069838
YBL045C	0.718298661055642
YBL046W	0.0763365434713888
YBL047C	0.130764248213416
YBL049W	0.016026418219135
YBL050W	0.548909963385376
YBL051C	0.138215755261283
YBL052C	0.0242501521725064
YBL054W	0.198485656409368
YBL055C	0.39365157031508
YBL056W	0.300828836224691
YBL057C	0.365863656209668
YBL058W	1.22138994628921
YBL059W	0.0522541965931707
YBL060W	0.0225201939664093
YBL061C	0.249174301335414
YBL063W	0.0183578200008447
YBL064C	0.456249721971743
YBL066C	0.00455574689568969
YBL067C	0.0329349949295324
YBL068W	0.854770957957736
YBL069W	0.131629561417412
YBL072C	45.6227092200915
YBL074C	0.0192869093634396
YBL075C	0.0103762597377997
YBL076C	1.22285778786572
YBL078C	0.140759571000794
YBL079W	0.0541029874942127
YBL080C	0.0104018782684593
YBL081W	0.255472887884834
YBL082C	0.184066284370066
YBL084C	0.0519692291086737
YBL085W	0.130508483626532
YBL086C	0.0746253196665566
YBL087C	29.6203175736001
YBL088C	0.0108440134380721
YBL089W	0.0688930259733352
YBL090W	0.230582152829449
YBL091C	1.61044688613292
YBL092W	22.8685487984969
YBL093C	0.280309700697213
YBL095W	0.120326724261176
YBL097W	0.00689038656929574
YBL098W	0.0786365232652439
YBL099W	0.945829527679613
YBL101C	0.0957323821177441
YBL102W	0.327928366263548
YBL103C	0.0237436262635397
YBL104C	0.0600916727291828
YBL105C	0.0360019013854701
YBL106C	0.0176095039989355
YBL107C	0.0744352780981117
YBL111C	0.0132835814326328
YBL112C	1.29696708243218
YBL113C	0.183829588285393
YBR001C	0.0745288552362657
YBR002C	0.143564880539731
YBR003W	0.0904052291324568
YBR004C	0.189592639889278
YBR005W	0.279735038818521
YBR006W	0.0388976532882407
YBR007C	0.0325447443996182
YBR008C	0.0410844512303329
YBR009C	3.84695448313108
YBR010W	36.0055907013672
YBR011C	4.9946070923257
YBR012WA	0.312505672580814
YBR012WB	0.0368448916965453
YBR013C	0.036387577619699
YBR014C	0.70509066893115
YBR015C	0.312765895971698
YBR016W	1.62512151129593
YBR017C	0.143797880890469
YBR018C	0.0109248328696844
YBR019C	0.0117080108617941
YBR020W	0.005547465749435
YBR021W	0.0479099520959084
YBR022W	0.165159808743275
YBR023C	0.149266870039625
YBR024W	0.0853442679833712
YBR025C	3.02722330244947
YBR026C	0.217434793839831
YBR028C	0.0340405514628261
YBR029C	0.35529613399132
YBR030W	0.0184072421928208
YBR031W	31.7422800508553
YBR033W	0.00384523379725744
YBR034C	0.623912982110457
YBR035C	1.08174687878361
YBR036C	0.874806896896713
YBR037C	0.0603797089927509
YBR038W	0.0928899502513342
YBR039W	0.7355091825283
YBR040W	0.0269967506881924
YBR041W	0.432547602595021
YBR042C	0.146455010472241
YBR043C	0.0403741567411625
YBR044C	0.0265708998462313
YBR045C	0.0103788459266137
YBR046C	0.277891535786792
YBR047W	0.0464830069501635
YBR048W	8.78733997387688
YBR049C	0.232473985006845
YBR050C	0.0795264238241362
YBR052C	0.848755680762186
YBR053C	0.275705731898135
YBR054W	0.419626854791112
YBR055C	0.029095725452889
YBR056W	0.194725585356037
YBR057C	0.0483530070743019
YBR058C	0.1633413756567
YBR059C	0.1042601190602
YBR060C	0.0506533910890562
YBR061C	0.387417671483634
YBR062C	1.22860956665616
YBR063C	0.0516638814663938
YBR065C	0.0165121597494196
YBR066C	0.088495508117922
YBR067C	2.87968430351619
YBR068C	0.40924289010801
YBR069C	1.09652965778536
YBR070C	0.188807119065834
YBR071W	0.120549082878038
YBR072W	0.122710006557882
YBR073W	0.457805559963178
YBR074W	0.017227700860873
YBR076W	0.00976176972643167
YBR077C	0.135169534191154
YBR078W	2.23711323539677
YBR079C	1.01074733396369
YBR080C	0.344179382813302
YBR081C	0.0272588260707476
YBR082C	5.21734397333037
YBR083W	0.367258622532647
YBR084CA	6.0887935269304
YBR084W	0.83963375972149
YBR085W	0.158526585035199
YBR086C	0.888677192590358
YBR087W	0.346832692920048
YBR088C	1.48940333385294
YBR090C	0.279953033499553
YBR091C	0.721167940614221
YBR092C	2.17548930972821
YBR093C	1.03846899296397
YBR094W	0.075362127746949
YBR095C	0.182234087149404
YBR096W	1.27150454804202
YBR097W	0.0239352063462232
YBR098W	0.0074562050846433
YBR101C	0.665851816081697
YBR102C	0.0273350670819716
YBR103W	0.166567677137402
YBR104W	0.150635858982778
YBR105C	0.111564275216216
YBR106W	6.66532571509956
YBR107C	0.0703726765746861
YBR108W	0.0240024101330589
YBR109C	2.44493169653981
YBR110W	0.144448330063049
YBR111C	1.44560429180261
YBR112C	0.188081488930714
YBR114W	0.0123463581556183
YBR115C	0.23990450556558
YBR117C	0.00516065934656965
YBR118W	63.251043684626
YBR119W	0.118341442811421
YBR120C	0.143025464248623
YBR121C	2.43882493755525
YBR122C	0.145804759285407
YBR123C	0.112074719593083
YBR125C	0.171097859123572
YBR126C	1.12326291419314
YBR127C	1.98614699394249
YBR128C	0.0168128176043287
YBR129C	0.106867797577075
YBR130C	0.103069205921936
YBR131W	0.0258611374437546
YBR132C	0.0224342062818721
YBR133C	0.0886706265107226
YBR135W	0.702612196737398
YBR136W	0.0120688440095373
YBR137W	0.397603815408334
YBR138C	0.00813940852416438
YBR139W	0.476976688911932
YBR140C	0.0238660763230618
YBR141C	0.16404570994996
YBR142W	0.480743767835749
YBR143C	1.68864068027131
YBR145W	0.311016745522297
YBR146W	0.263677969931002
YBR147W	0.0170424191997508
YBR148W	0.01732363320447
YBR149W	0.760430023791266
YBR150C	0.00697413454007543
YBR151W	0.310217992651461
YBR152W	0.00848170113168623
YBR153W	0.213725910351383
YBR154C	1.14475235724082
YBR155W	0.297100682123581
YBR156C	0.032243212107662
YBR157C	0.0388866279569811
YBR158W	0.296814035884942
YBR159W	1.29767201480738
YBR160W	0.589200986736513
YBR161W	0.0717290398017952
YBR162C	2.1357752910871
YBR162WA	3.73328043055287
YBR163W	0.0280552567337652
YBR164C	0.629535826808178
YBR165W	0.0958964050593332
YBR166C	0.312197384025257
YBR167C	0.0712053345046146
YBR168W	0.00475536602462261
YBR169C	0.0664855605426327
YBR170C	0.169339704447407
YBR171W	0.93228482367083
YBR172C	0.0462956175657815
YBR173C	0.55183548739478
YBR175W	0.125141609750848
YBR176W	0.0803816933761989
YBR177C	0.52007379724618
YBR179C	0.0369392772764976
YBR180W	0.0286467102785846
YBR181C	15.9653926971359
YBR182C	0.01615058827983
YBR183W	0.101809934079982
YBR184W	0.00887704566987043
YBR185C	0.179343511748965
YBR186W	0.0041754162766169
YBR187W	0.474242373761936
YBR188C	0.146563387044948
YBR189W	6.85784117731774
YBR191W	56.1280412694113
YBR192W	0.0872508624729921
YBR193C	0.0450536282296175
YBR194W	0.0944288604614416
YBR195C	0.0518929592245283
YBR196C	6.63197634012726
YBR197C	0.0253083199924288
YBR198C	0.334407602432562
YBR199W	0.700543216813299
YBR200W	0.111888229393966
YBR201W	0.110073974631583
YBR202W	0.10082624602308
YBR203W	0.0164118510958838
YBR204C	0.104350016963231
YBR205W	0.600952909187005
YBR207W	1.01191423308078
YBR208C	0.08127974022362
YBR210W	0.177962540543444
YBR211C	0.0780722762617594
YBR212W	0.164535737046716
YBR213W	0.0536756971308863
YBR214W	0.125293852540519
YBR215W	0.0469934554517331
YBR216C	0.0459456777588001
YBR217W	0.0343871172627104
YBR218C	0.341397889309791
YBR219C	0.0207312648807695
YBR220C	0.108605341112086
YBR221C	1.34645679992193
YBR222C	0.252233160495696
YBR223C	0.0147777551134319
YBR225W	0.0247651419721369
YBR227C	0.115496119528172
YBR228W	0.0229612567132284
YBR229C	0.122925163443214
YBR230C	0.654534204239127
YBR231C	0.189543815779244
YBR233W	0.0396411681357967
YBR234C	0.558341901232207
YBR235W	0.0760905255578173
YBR236C	0.217387537116958
YBR237W	0.0236258206196549
YBR238C	0.0600774466283544
YBR239C	0.0113545114360784
YBR240C	0.00973501277772955
YBR241C	0.365978681803696
YBR242W	0.409875087469583
YBR243C	0.328042166820769
YBR244W	0.502821950373637
YBR245C	0.128342952653378
YBR246W	0.215554589200341
YBR247C	0.354423190086677
YBR248C	0.570563297384144
YBR249C	2.69050595292622
YBR250W	0.0203057027680221
YBR251W	0.139406816888856
YBR252W	1.85309836556216
YBR253W	0.089371900274317
YBR254C	0.366855742161985
YBR255W	0.0259930908191099
YBR256C	0.484388326580092
YBR257W	0.101046901137581
YBR258C	0.104028162259335
YBR259W	0.00764456377424266
YBR260C	0.0957649095260167
YBR261C	0.748107353805279
YBR262C	0.650841877308732
YBR263W	1.37123971111482
YBR264C	0.384962784341936
YBR265W	0.461901307600334
YBR267W	0.360099565180615
YBR268W	1.00374836046183
YBR269C	0.243336077018396
YBR270C	0.0139870206653299
YBR271W	0.166575798677713
YBR272C	0.0780710388508436
YBR273C	0.304827669838924
YBR274W	0.0876730382045334
YBR275C	0.0254617671953911
YBR276C	0.100306207586913
YBR278W	0.102547315494099
YBR279W	0.30130490945102
